WorkOrder,PICCNO,Textbox8,Textbox9,Textbox10,Folio_Name,StreetAddress,StreetAddress3,StreetAddress2,Textbox19,StreetAddress5,Textbox18,NotesToTP,StreetAddress4,Textbox16,StreetAddress6,Textbox68,Textbox22,Textbox24,Textbox26,Work_Onsite_Date_Time,Work_Completed_Date_Time,Textbox50,TradeDescription,ItemCode,quantity1,Textbox15,Textbox6,StreetAddress11,StreetAddress13,StreetAddress15,Work_Done_Text,Textbox76,Textbox77
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CDX,CDT800,1,"DR EXT TIM, REPL REQUIRED  V1 - qty changed from 2 to 1",Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CDX,CDT800,1,"DR EXT TIM, REPL",Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CHM,CHD160,1,"DR KNOB/HANDLE, REPL handle wardrobe",Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CHM,CHD200,2,"LATCH COMPL, REPL required",Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CHM,CHD200,1,"LATCH COMPL, REPL",Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CHM,CHD300,1,"LOCK COMPL, REPL",Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CHM,CHD500,1,"DR STOP, REPL wardr",Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CHM,CHM300,4,"COAT HOOK, REPL wardrobe",Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CLI,CLI160,10,"PLSTR BD 13MM >2M2, REPL required missing",Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CLI,CLI500,3,"PLYWOOD, 12MM, REPL lining behind hwc and kitchen]",Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CTI,CTI200,12,"TRIM INT H1.2 100X25, REPL",Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CTI,CTI200,33,"TRIM INT H1.2 100X25, REPL scotia and x 3 architrave wardrobe/ba1/w1/",Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CWT,CWT460,5,WINDOW TIM DRAUGHT STOP BEAD draught main door,Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",DAP,DAP100,30,"ADDITIONAL PREP, WALL/CEILING prep walls ceiling architraves windows",Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",DPH,DRE700,2,PAINT EXT DOORS,Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",DPI,DPI300,1,PAINT W/ROBE OR CUPBD wardrobe,Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",DPI,DPI900,25,"STRIP PAPER, PLASTER & PREP",Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",DPL,DPL110,12,"STOPPING PATCH, S&F",Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",FCA,FCA300,10,"CARPET, LAY  required",Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",FCA,FCA400,10,"CARPET UNDERLAY, LAY required",Location: Entry Hallway 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CBT,CBT140,1,"BENCHTOP LAM PBD, REPL new bench top current damaged",Location: Kitchen 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CHC,CHC230,5,"CABINET MAGNETIC CATCH, REPL replaced non functioning mags",Location: Kitchen 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CHC,CHC300,6,"CABINET DR/DWR PULL/KNOB, REPL replace that are broken",Location: Kitchen 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CHC,CHC400,2,"CABINET CHILDPROOF CATCH, S&F/REPL wetbench",Location: Kitchen 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CHM,CHD200,1,"LATCH COMPL, REPL required",Location: Kitchen 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CJD,CJD110,18,"CABINET DR, REHANG rehang for paint",Location: Kitchen 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CJD,CJD800,1,"KITCHEN CUTLERY INSERT, S&F ",Location: Kitchen 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CLI,CLI300,0.5,"HARDBOARD, REPL",Location: Kitchen 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CLI,CLI300,1,"HARDBOARD, REPL hardboard in HWC",Location: Kitchen 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CTI,CTI200,2,"TRIM INT H1.2 100X25, REPL trim bench",Location: Kitchen 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CWA,CHW170,1,"WINDOW AL RESTRICTORS, S&F/REPL missed off scope",Location: Kitchen 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
